song_id,song_name,Artist,Lyrics,Type
H 32,Mi Pirunu Suwada Mal Wane,Anjaleen Gunathilaka,"මී පිරුණු සුවඳ මල් වනේ
ආදරය සිනාසෙනු පෙනේ
පැතුම් බිහිවෙලා කුරුලු වෙස් වලා
අනන්තයට යයි පියාඹලා

රැව් නැගී තුරුනු හද දිනේ
ජීවිතයෙ අරුත දැන් දැනේ
හැඟුම් පිබිදිලා දෙතොල් මතුරලා
කතා කරයි පියා සල සලා

සිහිනෙකින් හරී.. සිතන්නට බැරී..
ඉඳුනිලක් ලැබී.. කැලුම් දෙයි පිරී..
විමන් නොපතමී.. යහන් නොසොයමී..
ඔබගෙ හද බිමේ.. වැතිර සැතපෙමී..

නෙත් පියන් වැසීලා සිත් තුටින් පිරීලා
නින්ද යයි සුවෙන් නිසන්සලේ..


රැව් නැගී තුරුනු හද බිමේ
ජීවිතයෙ අරුත දැන් දැනේ
හැඟුම් පිබිදිලා දෙතොල් මතුරලා
කතා කරයි පියා සල සලා


මී පිරුණු සුවඳ මල් වනේ
ආදරය සිනාසෙනු පෙනේ
පැතුම් බිහිවෙලා කුරුලු වෙස් වලා
අනන්තයට යයි පියාඹලා

කොකුම් තවරලා.. සඳුන් මුසුවෙලා..
සුගන්ධය ගලයි.. සුළඟෙ විසිරිලා..
පෙරදි තැනකදි.. දිනෙක බැඳි බැඳි..
හිටිය හැටි සිතේ.. මතකෙ ඇඳි ඇඳි..
ඒ දිනත් එසේමයි මේ දිනත් මෙවාගෙයි
පෙම් පහන් දිලෙයි භවෙන් භවෙ

මී පිරුණු සුවඳ මල් වනේ
ආදරය සිනාසෙනු පෙනේ
පැතුම් බිහිවෙලා කුරුලු වෙස් වලා
අනන්තයට යයි පියාඹලා

රැව් නැගී තුරුනු හද දිනේ
ජීවිතයෙ අරුත දැන් දැනේ
හැඟුම් පිබිදිලා දෙතොල් මතුරලා
කතා කරයි පියා සල සලා
කතා කරයි පියා සල සලා
කතා කරයි පියා සල සලා",Happy
H 33,Senkada Gala Pura,"Amitha Wedisinghe
","සෙන්කඩ ගල පුර දළදා බුදු රැස්
විහිදෙන තුරු නැහැ වරදින්නේ
සිංහලයන් හට සිංහල දේසෙට
සරණයි දළදා සමිදුන්නේ...


සාදු දළදා සමිදු පුදන්නට..
මේ වරත් අපි නුවර යමු.

සාමයේ මල් රටට පිපෙන්නට
දළදා සමිදුට බාර වෙමූ...

සෙන්කඩ ගල පුර දළදා බුදු රැස්
විහිදෙන තුරු නැහැ වරදින්නේ
සිංහලයන් හට සිංහල දේසෙට
සරණයි දළදා සමිදුන්නේ...


පෝය දාට දළදා සුදු බුදු රැස්..
රට වට හත් වටයක් යන්නේ..

එනිසයි ලක්දිව වෙරළේ වැලි කැට..
මුතු කැට වාගේ බබළන්නේ..

සෙන්කඩ ගල පුර දළදා බුදු රැස්
විහිදෙන තුරු නැහැ වරදින්නේ
සිංහලයන් හට සිංහල දේසෙට
සරණයි දළදා සමිදුන්නේ...


ලක්දිව රක්නා සම්දිටු දෙවියන්
පෙරහැර කාලෙට රැස්වෙන්නේ..
කැප්පෙටිපොළ දෙවියන්දෝ හිමියනි
එසබේ මුලසුන හොබ වන්නේ..

සෙන්කඩ ගල පුර දළදා බුදු රැස්
විහිදෙන තුරු නැහැ වරදින්නේ
සිංහලයන් හට සිංහල දේසෙට
සරණයි දළදා සමිදුන්නේ...
සරණයි දළදා සමිදුන්නේ...
සරණයි දළදා සමිදුන්නේ...
සරණයිදළදා සමිදුන්නේ...",Happy
H 34,Hadu Kudayak Aragena,Shanika Wanigasekara,"හාදු කූඩයක් අරගෙන එන්න මා සොයා...
පාට සේල සලු පිලි නම් මට එපා එපා...
ආදර තේ කෝප්පයක් උණුසුමට හදා...
බොමු අපි මේ හැන්දෑවේ
තුරුලටම වෙලා........
බොමු අපි මේ හැන්දෑවේ
තුරුලටම වෙලා........


අර බලන්න ඈතින් එන ගිරා රංචුව
දෙන්නා දෙන්නා එක්වී පෙම් කරන ලස්සන
ඔයයි මමයි එක්වුන තැන ප්‍රේම රන්ඩුව...
ඔයා ඇතෙක් නම් මම වෙමි ප්‍රේම හෙන්ඩුව...
ඔයා ඇතෙක් නම් මම වෙමි ප්‍රේම හෙන්ඩුව...

හාදු කූඩයක් අරගෙන එන්න මා සොයා...
පාට සේල සලු පිලි නම් මට එපා එපා...
ආදර තේ කෝප්පයක් උණුසුමට හදා...
බොමු අපි මේ හැන්දෑවේ
තුරුලටම වෙලා........
බොමු අපි මේ හැන්දෑවේ
තුරුලටම වෙලා.......



ගෙදර ඈයෝ විමසනවා කව්ද ඔබ කියා...
කියාදෙන්න එනවද මව්පියන් එක්කලා...
පෝරුව මත පලදන්නට පෙම් ගාංචුව...
මම රැජිනයි ඔයයි මගේ පෙම් ආණ්ඩුව...
මම රැජිනයි ඔයයි මගේ පෙම් ආණ්ඩුව...

හාදු කූඩයක් අරගෙන එන්න මා සොයා...
පාට සේල සලු පිලි නම් මට එපා එපා...
ආදර තේ කෝප්පයක් උණුසුමට හදා...
බොමු අපි මේ හැන්දෑවේ
තුරුලටම වෙලා........
බොමු අපි මේ හැන්දෑවේ

තුරුලටම වෙලා.......",Happy
H 35,Ran Ran Ranwan Sela Anda,Iraj,"රන් රන් රන් රන්වන් රන්වන්
සේල ඇඳ
රන් දෝලාවට නගිනවද
ගුම් ගුම් ගුම් ගුම් ගුම් ගුම් ගුම්
බඹර නද
මේ කොයිබින් මට
ඇහෙනවද
හංකිති කැවෙනා ප්රේමයට
නෙරිය කොනේ මඩ ඕනෙමද


රන් රන් රන් රන්වන් රන්වන්
සේල ඇඳ
රන් දෝලාවට නගිනවද
ගුම් ගුම් ගුම් ගුම් ගුම් ගුම් ගුම්
බඹර නද
මේ කොයිබින් මට
ඇහෙනවද
වෙල් ඉපනැල්ලේ නැලවෙන්න
වලාපොටින් සඳ වහනවද


රන් රන් රන් රන්වන් රන්වන්
සේල ඇඳ
රන් දෝලාවට නගිනවද
ගුම් ගුම් ගුම් ගුම් ගුම් ගුම් ගුම්
බඹර නද
මේ කොයිබින් මට
ඇහෙනවද

දිළෙන සමනළ තටුවලට
මගේ උණුසුම මදි වෙයිද",Happy
H 36,Jeewana Me Gamana Sansare,Amith Walpola,"ජීවන මේ ගමන සංසාරේ
යැවේ නම් අන්ධකාරේ
නොලැබ ආ ලෝකේ
යා හැකි දෝ සොයා මාර්ගේ...
යා හැකි දෝ සොයා මාර්ගේ
****************
ඔබ යයි නම් තනිව අන්ධකාරේ
ඔබට ආලෝකේ දෙන්නෙමි තිර සාරේ
දිවි ඇති තෙක් මෙ සංසාරේ..
දිවි ඇති තෙක් මෙ සංසාරේ

ඕ ....ඕ.....ඕ......ඕ...
පේ‍්‍රම ප‍්‍රදීපේ මහදේ දැල් වුණ මේ
දීප්ති විහිදේ විහිදේ
දීප්ති විහිදේ විහිදේ

මා ය ඒ විහිදෙන ආලෝකේ
ඔබ ය පේ‍්‍රම ප‍්‍රදීපේ...
ඔබ ය පේ‍්‍රම ප‍්‍රදීපේ
හද සෝකෙන් බර වූ නෙක වාරේ
එයයි අනු ප‍්‍රාණේ ඔබේ පේ‍්‍රම ලෝකේ
නැත ඉන් මා මුළා වෙන්නේ
නැත ඉන් මා මුළා වෙන්නේ

ඔබ යයි නම් තනිව අන්ධකාරේ
ඔබට ආලෝකේ දෙන්නෙමි තිර සාරේ
දිවි ඇති තෙක් මෙ සංසාරේ..
දිවි ඇති තෙක් මෙ සංසාරේ..


ඕ ....ඕ.....ඕ......ඕ...
පේ‍්‍රම පහන අපි දල්වාලමූ අද
ජීවන අඳුර නසන්ටා
ජීවන අඳුර නසන්ටා

ජීවනේ රස වෙයි තිර පේ‍්‍රමේ
සුන්දර හදකින් පානා..
සුන්දර හදකින් පානා....

ඒ වාගෙයි පහන ආලෝකේ
වූයේ සංයෝගේ සදා සංසාරේ
වෙන් නොම වී එකාකාරේ
වෙන් නොම වී එකාකාරේ
ජීවන මේ ගමන සංසාරේ
යැවේ නම් අන්ධකාරේ
නොලැබ ආ ලෝකේ
යා හැකි දෝ සොයා මාර්ගේ
යා හැකි දෝ සොයා මාර්ගේ",Happy
H 37,Malathi Wasanthe,Edward Jayakody,"මාලතී වසන්තේ
මාරුතේ සැලෙන්නේ
මේ පහන් රැයේ
ඈ කොහේ ගියේ
තාරකා අසන්නේ
මාලතී වසන්තේ
මාරුතේ සැලෙන්නේ
මේ පහන් රැයේ
ඈ කොහේ ගියේ
තාරකා අසන්නේ


නෙතු දැහැනේ රැ‍ඳෙනා සිහිනේ
හද මැදුරේ බිඳෙනා සුසුමේ
නෙතු දැහැනේ රැ‍ඳෙනා සිහිනේ
හද මැදුරේ බිඳෙනා සුසුමේ
ප්‍රේම ප්‍රාර්ථනා නේක වේදනා
මා සොයා ඇදේවී
මා සොයා ඇදේවී


මාලතී වසන්තේ
මාරුතේ සැලෙන්නේ
මේ පහන් රැයේ
ඈ කොහේ ගියේ
තාරකා අසන්නේ

මුතු හසරැල් සැලෙනා දෑසේ
පිණි කඳුලැල් පුරවා රහසේ
මුතු හසරැල් සැලෙනා දෑසේ
පිණි කඳුලැල් පුරවා රහසේ
මේ පහන් රැයේ මා නෙතින් මිදී
ඈ බලා හිදීවී
ඈ බලා හිදීවී


මාලතී වසන්තේ
මාරුතේ සැලෙන්නේ
මේ පහන් රැයේ
ඈ කොහේ ගියේ
තාරකා අසන්නේ
මාලතී වසන්තේ
මාරුතේ සැලෙන්නේ
මේ පහන් රැයේ
ඈ කොහේ ගියේ
තාරකා අසන්නේ",Happy
H 38,Neela Nuwan Age,Prasanga Thisera,"නීල නුවන් ඈගේ
දිලිසෙන තෝඩු දෙකක් වාගේ
මන්දහාස මුහුනේ
හරියට හැන්දෑවක් වාගේ

නීල නුවන් ඈගේ
දිලිසෙන තෝඩු දෙකක් වාගේ
මන්දහාස මුහුනේ
හරියට හැන්දෑවක් වාගේ
දෑස් පියන් නටවා
කෝල ඇහැක් වහලා
ප්‍රේමී හිතක් දීලා
යනවද හීන හතක් මවලා

ආ රූපසිරිලාලියේ
ගී සිහින කැන්දු සේද රුවනාරියේ
මගේ දෙතොලේ හැපී විද හාදුත් අපි

නීල නුවන් ඈගේ
දිලිසෙන තෝඩු දෙකක් වාගේ
මන්දහාස මුහුනේ
හරියට හැන්දෑවක් වාගේ
දෑස් පියන් නටවා
කෝල ඇහැක් වහලා
ප්‍රේමී හිතක් දීලා
යනවද හීන හතක් මවලා

රෑ පෑයූ සදමාලියේ
මල් සුවද රැන්දූ මාගේ මුතුමාලියේ
කෝඩු ළැමැදේ ගිලිහී දෑස ආලේ විදි

නීල නුවන් ඈගේ
දිලිසෙන තෝඩු දෙකක් වාගේ
මන්දහාස මුහුනේ
හරියට හැන්දෑවක් වාගේ
දෑස් පියන් නටවා
කෝල ඇහැක් වහලා
ප්‍රේමී හිතක් දීලා
යනවද හීන හතක් මවලා

නීල නුවන් ඈගේ
දිලිසෙන තෝඩු දෙකක් වාගේ
මන්දහාස මුහුනේ
හරියට හැන්දෑවක් වාගේ",Happy
H 39,Ran Dunuke Mala Se,Clarance Wijewardena,"රන් දුනුකේ මල සේ
රන් මැණිකේ සැරසේ
පතිකුලයේ කුමරා
ඇය කැන් දා යනවා


සුදු සේල ගතේ එතුනා
ගෙල මාල හතක් බැඳුනා
රස විහිලු කතා ඇසුනා
මුව කෝල සිනා පිපුනා


රන් දුනුකේ මල සේ
රන් මැණිකේ සැරසේ
පතිකුලයේ කුමරා
ඇය කැන් දා යනවා

ඇගෙ මෑණි පියා දෙදෙනා
පොඩි දෝනි කියා කියනා
මේ රූපි යොවුන් ලලනා
අද දීග ගමන් යනවා


රන් දුනුකේ මල සේ
රන් මැණිකේ සැරසේ
පතිකුලයේ කුමරා
ඇය කැන් දා යනවා",Happy
H 40,"Sanda Midulata Enawa
",Mervin Perera,"සඳ මිදුලට එනවා
ඇගෙ වත සිහිවෙනවා
සඳ වතුරේ නලවා සතපා
ඇය රෑ එළියේ සැගවී යනවා
ඇය රෑ එළියේ සැගවී යනවා

සඳ මිදුලට එනවා
ඇගෙ වත සිහිවෙනවා
සඳ වතුරේ නලවා සතපා
ඇය රෑ එළියේ සැගවී යනවා
ඇය රෑ එළියේ සැගවී යනවා


ඈ ඉන්නේ සඳ රේණුවේ
මා ඉන්නෙ මගෙ ලෝකයේ
ඈ ඉන්නේ සඳ රේණුවේ
මා ඉන්නෙ මගෙ ලෝකයේ
ඈතට ඈ යාවි සීතට රෑ වේවි
මා මෙහි තබා පාළුවේ
මා මෙහි තබා පාළුවේ

සඳ මිදුලට එනවා
ඇගෙ වත සිහිවෙනවා
සඳ වතුරේ නලවා සතපා
ඇය රෑ එළියේ සැගවී යනවා
ඇය රෑ එළියේ සැගවී යනවා


පායන්න යළි මේ ලෙසේ
සෑහෙන්න මතු ජීවිතේ
පායන්න යළි මේ ලෙසේ
සෑහෙන්න මතු ජීවිතේ
රෑ තරු පායාවී ඒ තරු දිලිසේවි
ඈ නෙත් සලා ආ ලෙසේ
ඈ නෙත් සලා ආ ලෙසේ

සඳ මිදුලට එනවා
ඇගෙ වත සිහිවෙනවා
සඳ වතුරේ නලවා සතපා
ඇය රෑ එළියේ සැගවී යනවා
ඇය රෑ එළියේ සැගවී යනවා

සඳ මිදුලට එනවා
ඇගෙ වත සිහිවෙනවා
සඳ වතුරේ නලවා සතපා
ඇය රෑ එළියේ සැගවී යනවා
ඇය රෑ එළියේ සැගවී යනවා",Happy
H 41,Sihina Lowak Dutuwa Mathakai,Clarance Wijewardena,"සිහින ලොවක් දුටුවා මතකයි
සිහින ලොවෙන් ආවා මතකයි
සිහින ලොවක් දුටුවා මතකයි

සිහින ලොවෙන් ආවා මතකයි


සොඳුරු මිහිරි සුව පහස ගෙනෙන ඒ
ආදර බර උණුසුම මතකයි
ඉර සඳු තරු කැට පායන මිහිපිට
ආදරයෙන් බැඳුනා මතකයි

සිහින ලොවක් දුටුවා මතකයි
සිහින ලොවෙන් ආවා මතකයි

අප හදවත් ඒ නොමියෙන ලෙස බැඳි
ආදරයෙන් පිරුනා මතකයි
සිතට දැනෙන සුව ගතට දැනෙන බව
ඔබ රහසේ කීවා මතකයි


සිහින ලොවක් දුටුවා මතකයි
සිහින ලොවෙන් ආවා මතකයි
සිහින ලොවක් දුටුවා මතකයි
සිහින ලොවෙන් ආවා මතකයි",Happy
H 42,Ran Wan Dul Karalin,Latha Walpola,"රන්වන් දුල් කරලින්
පැසිලා නැමිලා බර වීලා ..
තල වැවිලා රමණී සෝබා
කෙත්වතු පිරිලා සාරා..
ඕ...කෙත්වතු පිරිලා සාරා..//

රන්වන් දුල් කරලින්
පැසිලා නැමිලා බර වීලා ..
තල වැවිලා රමණී සෝබා
කෙත්වතු පිරිලා සාරා..
ඕ...කෙත්වතු පිරිලා සාරා..//

ඉග නලවා කපමූ නෙලමූ හෝ හෝ යියා..//
මිටි බැදලා හිස මත ගනිමූ..
යාමු පෙල සෑදිලා...///


මිටි බැදලා හිස මත
ගනිමූ..යාමු පෙල සෑදිලා...

බට ලී සංගීතේ මත් වූ ගවයෝ රැලේයා..
ගොපලුන් හා මිහිරේ වෙලිලා
යාවි රංචූ හෝ යි යා..
ඕ... යාවි රංචූ හෝ යි යා..//


රන්වන් දුල් කරලින්
පැසිලා නැමිලා බර වීලා ..
තල වැවිලා රමණී සෝබා
කෙත්වතු පිරිලා සාරා..
ඕ...කෙත්වතු පිරිලා සාරා..//

මද සුළගේ කුල්ලෙන් පොලලා හෝ හෝ යියා..//
තල වේලා බොල් පොතු හැරලා
කමතේ පිරි ධාන්‍යා...///

තල වේලා බොල් පොතු හැරලා
කමතේ පිරි ධාන්‍යා...
සැම දෙවි යෝ පිහිටාධාරෙන් කරුණා ලැබී ලා..


ගම සාරයි හාමත දුරු වෙයි
ගොවි සිත ප්‍රීතී හෝ යි යා..
ඕ...ොවි සිත ප්‍රීතී හෝ යි යා..//


රන්වන් දුල් කරලින්
පැසිලා නැමිලා බර වීලා ..
තල වැවිලා රමණී සෝබා
කෙත්වතු පිරිලා සාරා..
ඕ...කෙත්වතු පිරිලා සාරා..//

රන්වන් දුල් කරලින්
පැසිලා නැමිලා බර වීලා ..
තල වැවිලා රමණී සෝබා
කෙත්වතු පිරිලා සාරා..
ඕ...කෙත්වතු පිරිලා සාරා..//",Happy
H 43,Dineka Me Nadeetheere,Clarence Wijewardena,"දිනෙක මේ නදී තීරේ දෙනෙත හමුවෙලා
පිපුණු ඒ සිනා දෑසේ කඳුළු බොඳ වෙලා
දිනෙක මේ නදී තීරේ දෙනෙත හමුවෙලා
පිපුණු ඒ සිනා දෑසේ කඳුළු බොඳ වෙලා
සිහින මාවතේ පා කර පැතුම් බිඳ හෙළා
සිතක වේදනා දී තව සිතක් හිනැහිලා
සිහින මාවතේ පා කර පැතුම් බිඳ හෙළා
සිතක වේදනා දී තව සිතක් හිනැහිලා
දිනෙක මේ නදී තීරේ දෙනෙත හමුවෙලා
පිපුණු ඒ සිනා දෑසේ කඳුළු බොඳ වෙලා
ඔබට මා එපා වී යන නමුදු වෙන්වෙලා
නොයයි මා පැතූ ඒ රුව සිතින් ගිලිහිලා
ඔබට මා එපා වී යන නමුදු වෙන්වෙලා
නොයයි මා පැතූ ඒ රුව සිතින් ගිලිහිලා
දිනෙක මේ නදී තීරේ දෙනෙත හමුවෙලා
පිපුණු ඒ සිනා දෑසේ කඳුළු බොඳ වෙලා
දිනෙක මේ නදී තීරේ දෙනෙත හමුවෙලා
පිපුණු ඒ සිනා දෑසේ කඳුළු බොඳ වෙලා",Happy
H 44,Sanda Walawan Pawunawe,Clarence Wijewardena,"සැන්දෑ වලාවන් පා වුනාවේ
වැල්ලේ මා තනි වු වෙලේ
ඇය එන්නේ දෝ මග එන්නේදෝ
සිතහි නම් සැකයක් ඇතේ
සැන්දෑ වලාවන් පා වුනාවේ
වැල්ලේ මා තනි වු වෙලේ
ඇය එන්නේ දෝ මග එන්නේදෝ
සිතහි නම් සැකයක් ඇතේ
මාගේ සැනසුම ඈ වේ
නිරතුරු හමුවන්නේ කොහෙදෝ යළි
පැතුමන් මගේ සිඳ බිඳ දාලා
ඉන්නේ ඇයි මිහිරේ
සැන්දෑ වලාවන් පා වුනාවේ
වැල්ලේ මා තනි වු වෙලේ
ඇය එන්නේ දෝ මග එන්නේදෝ
සිතහි නම් සැකයක් ඇතේ
ජීවේ වෙරළින් ආවේ
ඔබවයි මා සිත පිළිගන්නේ
පැතුමන් මගේ සිඳ බිඳ දාලා
ඉන්නේ ඇයි මිහිරේ.
සැන්දෑ වලාවන් පා වුනාවේ
වැල්ලේ මා තනි වු වෙලේ
ඇය එන්නේ දෝ මග එන්නේදෝ
සිතහි නම් සැකයක් ඇතේ",Happy
H 45,Pawee Giyawe Lande Ma Obe,Nuwan Gunawardana,"පාවී ගියාවේ පාවී ගියාවේ ලඳේ මා ඔබේ
සන්සුන් සිනා ගං තෙරේ.
සඳ සීතලේ පාලුවෙ ලන් වෙලා
හැමදාම හිදිමු මෙසේ
හෝ හෝ හෝ
පාවී ගියාවේ ලඳේ මා ඔබේ
සන්සුන් සිනා ගං තෙරේ.
සඳ සීතලේ පාලුවෙ ලන් වෙලා
හැමදාම හිදිමු මෙසේ
හෝ හෝ හෝ
පාවී ගියාවේ ලඳේ මා ඔබේ.
සඳ ඈත නිල් අබරේ පිපි සීත යාමේ
තරු කැකුළු මල් යාය විලසින් උදාවේ
ඔබේ දෑත මගෙ දෑත සොයමින් ලගාවේ
ඔබෙ දෑස මගෙ දෑස ඇසුරේ කතාවේ
පාවී ගියාවේ ලඳේ මා ඔබේ
සන්සුන් සිනා ගං තෙරේ.
සඳ සීතලේ පාලුවෙ ලන් වෙලා
හැමදාම හිදිමු මෙසේ
හෝ හෝ හෝ...
පාවී ගියාවේ ලඳේ මා ඔබේ.
නොඇසූ කතා ගීත විලසින් ගයාවී
නොදුටු සිනා දෑස උතුරා ගලාවී
සසරේ පැතුම්, දෙසිත සපුරා උදාවී
හිනෙහී නැවුම්, ලොවක රැදෙමු දයාවී
පාවී ගියාවේ ලඳේ මා ඔබේ
සන්සුන් සිනා ගං තෙරේ.
සඳ සීතලේ පාලුවෙ ලන් වෙලා
හැමදාම හිදිමු මෙසේ
හෝ හෝ හෝ...
පාවී ගියාවේ ලඳේ මා ඔබේ
සන්සුන් සිනා ගං තෙරේ.
සඳ සීතලේ පාලුවෙ ලන් වෙලා
හැමදාම හිදිමු මෙසේ
හැමදාම හිදිමු මෙසේ
හැමදාම හිදිමු මෙසේ
හැමදාම හිදිමු මෙසේ",Happy
H 46,Mage Pasal Kalaya,Paul Fernando,"මාගේ පාසැල් කාලය සිහි වෙනවානේ සැමදින 
ඇයගේ සුරතල් ආලය රෝස මලක් වාගේ පෙණුනා නේ මට
                
මං පොඞ් කාලේ මාව දැම්මා පාසැලේ 
ඉගෙන ගෙන වැඩුනි මගේ මොලේ 
පාසැලේ පන්තියේ කෙල්ලෙක් වැටුනා මගේ දැලේ 
මා ගැයු පෙම් ගීත ඇසු කලේ
මහ පාරට පැමිණ මම ඇයව බලන්න සිටියා පොත් මිටිය අරගෙන 
මුණ ගැසුන තැන අපි කතා කරමින ගියා දෙදෙන පාසැල් යන්න
මෙන්න මෙලෙසට අපි ගියේ පැසැල් යන්න ඇය පණ වගේ ආදරෙයි මට
ඇගේ ගෙදරට ගියේ මං ඇයව බලන්න නමුත් දෛවේ නෑනේ අප හට
මේක දැන ගෙන අපේ අම්මා මට බැණ වෙන පාසැලකට මාව දැමු තැන  
මම කඳුළු සලමිණ සිටියාය දුක් විණ ඇය ගැන කල්පා කරමින


මිතුරෙක් ආවා ඔහු මෙලෙසට කීවා ඔයා නැතුව කෙල්ල හඩනවා
මම දැම්මම යනවා මගේ කෙල්ල හඬනවා ඇසුවම මගේ පපුව පැලෙනවා 
ලිපියක් ලැබිලා මම බැලූවා කියවලා මේ විදිහට තිබුණා ලියාලා 
ඔයා නැති නිසා මම ගනිමි දිවි නසා ඇවිත් යන්න මාව සනසලා

මාදං කැලේ මම ගියා කළුවරේ බලන්න කුමාරිය බොලේ
මිනිසුන්ව දුටු කලේ අවුල් වුනා මගේ මොලේ කුමාරි මැරිලානේ අතු පැලේ
එම ලිපිය අරගෙන නැවත කියවා බැලූතැන ඇය මැරෙනා බව ලියා තිබුතැන 
සැමදාම දුක් වුණා නිතර කඳුළු වගුරුන අඳුරු ලොවක මාව තනි වුන",Happy
H 47,Malin Malata Bambaru Rangana,Shirley Waijayantha,"මලින් මලට බඹරු රඟන මේ සැන්දෑවේ
ඇයයි මමයි හමුවීලා පෙම් හසරැල්ලේ
මලින් මලට බඹරු රඟන මේ සැන්දෑවේ
ඇයයි මමයි හමුවීලා පෙම් හසරැල්ලේ
ආදරයේ සිත් පිබිදී එයි නළ රැල්ලේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ

අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ



අහස දිලෙන තරු යායට පාවෙලා යමූ
තරු ගොමුවේ මුතු සලුවක සැඟවිලා ඉමු
අපිත් අපේ ලොවක මිහිරි සුවය ලැබ ගමු
අපි දෙන්නා සැන්දෑවේ ගී පද ගයමු

මලින් මලට බඹරු රඟන මේ සැන්දෑවේ
ඇයයි මමයි හමුවීලා පෙම් හසරැල්ලේ
ආදරයේ සිත් පිබිදී එයි නළ රැල්ලේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ



හනි හනිකට රැල්ල ඇවිත් වැල්ල සිඹිනවා
රල අතරේ පෙනපිඬු අප ගත දැවටෙනවා
දවස ගෙවී රැයක අඳුර නෙතට දැනෙනවා
අපි දෙන්නා සැන්දෑවේ ගී මුමුණනවා

මලින් මලට බඹරු රඟන මේ සැන්දෑවේ
ඇයයි මමයි හමුවීලා පෙම් හසරැල්ලේ
මලින් මලට බඹරු රඟන මේ සැන්දෑවේ
ඇයයි මමයි හමුවීලා පෙම් හසරැල්ලේ
ආදරයේ සිත් පිබිදී එයි නළ රැල්ලේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ
අපිත් අපේ ලොව තනිවෙමු සොඳුරු සැඳෑවේ",Happy
H 48,Muwa Hasarali Sagaraye,Clarence Wijewardena,"මුව හසරැලි සාගරේ මුතු වැලක් වෙලා
නෙත් අඹරේ පායලා තරු දෙකක් වෙලා
දේදුන්නක සඟවලා දෙතොල් රත සලා
ඔබ මගෙ මුලු ජීවිතේ රඟහලක් කලා


සඳ විමනේ විසිතුරු පවසා
නෙත් එළියෙන් තොරතුරු විමසා
දිය වදනය සලුවක දවටා
සැනසිල්ලේ උණුසුම ගවසා.. ආ...
ඔබ නලවන්නම් . ඔබ සනසන්නම්
ඔබ නලවන්නම් . මම ඔබ සනසන්නම්
නොමියන සුළු ආදරයක කථා කියන්නම්

මුව හසරැලි සාගරේ මුතු වැලක් වෙලා
නෙත් අඹරේ පායලා තරු දෙකක් වෙලා
දේදුන්නක සඟවලා දෙතොල් රත සලා
ඔබ මගෙ මුලු ජීවිතේ රඟහලක් කලා


සඳ විමනේ සොමි ගුණ මවලා
දේදුන්නක සිසිලස ඔතලා
මල් කෙමියක මදු රස සොයලා
සල් අරණක පවනැලි නිවලා.. ආ...

ඔබ නලවන්නම් . ඔබ සනසන්නම්
ඔබ නලවන්නම් . මම ඔබ සනසන්නම්
නොමියන සුළු ආදරයක කථා කියන්නම්

මුව හසරැලි සාගරේ මුතු වැලක් වෙලා
නෙත් අඹරේ පායලා තරු දෙකක් වෙලා
දේදුන්නක සඟවලා දෙතොල් රත සලා
ඔබ මගෙ මුලු ජීවිතේ රඟහලක් කලා",Happy
